number,sys_created_on,short_description,location,assignment_group,reassignment_count,opened_at,problem_id,priority,u_ci_type,u_resolved,close_code,u_complaint_or_complement,u_complaint_compliment_created,u_on_hold_reason,incident_state,u_priority_count,u_reopened,contact_type,category,u_category,cmdb_ci
INC7370651,18/02/2025 05:10,IN:HMV: PH: Office - MS Excel Issue,10304 - Iasi - Romania,EUS_RO_10304,1,18/02/2025 05:10,,4 - Low,Laptop,18/02/2025 06:38,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,IASLTOFF00004
INC7370607,18/02/2025 04:52,IN: VB: PH: Computers - PC is freezing everyday.,00202 - Blois - France,EUS_FR_00202,1,18/02/2025 04:52,,4 - Low,Laptop,19/02/2025 05:39,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Functionality Error,DL7CWGLH2
INC7370605,18/02/2025 04:49,IN : ND : PH : Onsite - blue screen,00202 - Blois - France,EUS_FR_00202,1,18/02/2025 04:49,,4 - Low,Laptop,19/02/2025 05:38,Resolved - Permanent Fix,,,,Closed,,FALSE,Web Request,,Error Message,BLSLTOFF0201
INC7370593,18/02/2025 04:44,IN:BS:PH- SAP - Links to Promenta Sandox and Quality are pointing to Promenta Productive,10657 - Bucharest - Romania,SAP_Basis Level 3,3,18/02/2025 04:44,,4 - Low,Basis PH1,19/02/2025 08:15,Resolved - Permanent Fix,,,,Closed,,FALSE,Shoulder Tap,,Error Message,Basis PH1
INC7370521,18/02/2025 03:52,IN: VB: PH: SAP - SAP - SAP GUI 800 menu crash.,00202 - Blois - France,EUS_Intune,1,18/02/2025 03:52,,4 - Low,Basis PN1,05/03/2025 10:06,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,BLSLTOFF0076
INC7370519,18/02/2025 03:48,IN : ND : PH : AD - Constant acc lock ups,20030 - Rzeszow - Poland,EUS_PL_20030,1,18/02/2025 03:48,,4 - Low,Active Directory,19/02/2025 08:56,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Access/Lockout,RZELTOFF00020
INC7370517,18/02/2025 03:46,Constant acc lock ups,10682 - Krakow - Poland,SERVICEDESK_INDIA,0,18/02/2025 03:46,,4 - Low,,18/02/2025 03:47,Client Resolved,,,,Closed,,FALSE,Web Request,,,
INC7370516,18/02/2025 03:43,IN:BS:PH- MES- Unable to access MES ,00268 - Izmir - Turkey / ESBAS 3 (PT Phase 2),Security_UAA,1,18/02/2025 03:43,,4 - Low,Active Directory,19/02/2025 10:24,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Shoulder Tap,,Access/Lockout,IZMLTOFF0200
INC7370499,18/02/2025 03:27,IN : JM : PH - AS400 user has reached device session limit.,00274 - Gillingham - United Kingdom,EUS_GB_00274,1,18/02/2025 03:27,,4 - Low,Desktop,18/02/2025 07:44,Advice Given,,,,Autoclosed,,FALSE,Web Request,,Functionality Error,GILLTOFF00275
INC7370448,18/02/2025 03:00,IN: SP: PH: Outlook - Unable to receive scanned pdf on outlook,00274 - Gillingham - United Kingdom,EUS_GB_00274,3,18/02/2025 02:53,,4 - Low,Microsoft Outlook,18/02/2025 09:48,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Error Message,GILLTOFF00205
INC7370429,18/02/2025 02:46,IN: SP: PH: SAP - Bank statements aren't loading to SAP correctly,00274 - Gillingham - United Kingdom,SAP_FI/CO,1,18/02/2025 02:46,,4 - Low,Finance & Controlling PN1,04/03/2025 05:38,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,PHINfo,,Error Message,Finance & Controlling PN1
INC7370428,18/02/2025 02:46,Unable to use HWP Partner feature in Altair Hyper works,00202 - Blois - France,APP_ENG_LIC_MAN,1,18/02/2025 02:46,,4 - Low,Status Check,06/03/2025 04:32,Resolved - Permanent Fix,,,Waiting For Customer Response,Closed,,FALSE,Shoulder Tap,,Coaching,Hyperworks
INC7370426,18/02/2025 02:44,IN : JM : PH - SAP - Missing ZPFI nor new customer.,00282 - Stonehouse - United Kingdom,SAP_ORDER_FULFILLMENT,1,18/02/2025 02:44,,4 - Low,Sales & Distribution PN1,18/02/2025 04:06,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,Sales & Distribution PN1
INC7370420,18/02/2025 02:42,IN : RR : PH : O365 - Excel Macro Issue,10304 - Iasi - Romania,EUS_RO_10304,1,18/02/2025 02:42,,4 - Low,Laptop,18/02/2025 03:21,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,IASLTOFF00159
INC7370417,18/02/2025 02:37,"IN:VGM:PH: Service NOW-->Chevallier, Julie account not visible in ""Employee account reactivate"" request",00202 - Blois - France,SERVICEDESK_INDIA,0,18/02/2025 02:37,,4 - Low,Service Now,18/02/2025 03:31,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Service Catalog,BLSLTOFF0156
INC7370404,18/02/2025 02:30,IN: SP: PH: Disable account - Need to reactivate,00202 - Blois - France,SERVICEDESK_INDIA,0,18/02/2025 02:30,,4 - Low,Active Directory,18/02/2025 02:52,Advice Given,,,,Autoclosed,,FALSE,Web Request,,Access/Lockout,BLSLTOFF0139
INC7370401,18/02/2025 02:33,IN:VGM:PH: Unable to login to Phinia resources,10682 - Krakow - Poland,SERVICEDESK_INDIA,4,18/02/2025 02:13,,4 - Low,Active Directory,18/02/2025 04:08,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Access/Lockout,DL273N4D3
INC7370377,18/02/2025 01:59,IN : JM : PH - SAP - AD after changing of password almost nothing works.,10682 - Krakow - Poland,SERVICEDESK_INDIA,0,18/02/2025 01:59,,4 - Low,Basis PH1,18/02/2025 04:14,Duplicate Incident,,,,Autoclosed,,FALSE,Web Request,,Error Message,Basis PH1
INC7370356,18/02/2025 01:48,EDI implementation plan EDIFACT BP2TW -AE5SY,20030 - Rzeszow - Poland,EDI_GXS_Customer,0,18/02/2025 01:45,,4 - Low,EDI/GXS,03/03/2025 02:42,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Email,,Error Message,EDI/GXS
INC7369943,17/02/2025 18:16,OTC_JOBS Job SD_ZSDRQCR21_5452_DELCO TR91 delayed,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SAP_BATCHJOBS,0,17/02/2025 18:16,,4 - Low,Sales & Distribution PN1,18/02/2025 01:40,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Error Message,SAP
INC7369941,17/02/2025 18:16,OTC_JOBS Job SD_ZSDRQCR21_5452_DELCO TR91 delayed,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SAP_BATCHJOBS,0,17/02/2025 18:16,,4 - Low,Sales & Distribution PN1,18/02/2025 01:39,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Error Message,SAP
INC7369849,17/02/2025 16:05,IN: RK: PH: SAP: The full name of the supplier in the payment file is not sent to JP Morgan bank (RU120 and RU131) - PH1 System,10682 - Krakow - Poland,SAP_PH1_FI/CO,1,17/02/2025 16:05,,4 - Low,Finance & Controlling PH1,19/02/2025 03:45,Referred to Service Request,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Error Message,Finance & Controlling PH1
INC7369509,17/02/2025 10:33,IN:RS:PH:SAP-One PHINIA ID - SAP PG1 and PN1 User ID Migration,00282 - Stonehouse - United Kingdom,SAP_SECURITY,1,17/02/2025 10:33,,4 - Low,Security PN1,20/02/2025 10:33,Resolved - Permanent Fix,,,Waiting For Customer Response,Closed,,FALSE,Shoulder Tap,,Error Message,Security PN1
INC7369502,17/02/2025 10:19,IN: VB: PH: SAP - User wants to update of valid to date for 600 accounts in SAP PH1 - too many to do manually table A305,10610 - Warwick - United Kingdom,SAP_PH1_ORDER_FULFILLMENT,1,17/02/2025 10:19,,4 - Low,Sales & Distribution PH1,06/03/2025 06:03,Resolved - Permanent Fix,,,Awaiting On-Site/Local Response,Closed,,FALSE,Web Request,,Error Message,Sales & Distribution PH1
INC7369439,17/02/2025 09:37,IN:HMV: PH: MS Access File Issue,10304 - Iasi - Romania,EUS_RO_10304,1,17/02/2025 09:37,,4 - Low,Laptop,17/02/2025 09:51,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,DLCC8NJR2
INC7369423,17/02/2025 09:35,IN:HMV: PH: MS Access File Issue,10304 - Iasi - Romania,EUS_RO_10304,1,17/02/2025 09:35,,4 - Low,Laptop,17/02/2025 09:52,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,DLCC8NJR2
INC7369412,17/02/2025 09:32,IN:HMV: PH: MS Access File issue,10304 - Iasi - Romania,EUS_RO_10304,1,17/02/2025 09:32,,4 - Low,Laptop,17/02/2025 09:39,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,DLBSSDNH2
INC7369400,17/02/2025 09:22,IN:PAK:PH: MS Excel - User is facing MS Excel Issue,10304 - Iasi - Romania,EUS_RO_10304,1,17/02/2025 09:22,,4 - Low,Microsoft Office,18/02/2025 02:25,Resolved - Permanent Fix,,,,Closed,,FALSE,Web Request,,Error Message,DLGNTQ8S2
INC7369393,17/02/2025 09:15,IN : AK : PH - GES Issue : User cannot attach files in GES,10304 - Iasi - Romania,EUS_RO_10304,1,17/02/2025 09:15,,4 - Low,Laptop,17/02/2025 09:52,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,IASLTOFF00220
INC7369365,17/02/2025 09:10,IN : AK : PH- Database : Database connections error,10304 - Iasi - Romania,EUS_RO_10304,1,17/02/2025 09:10,,4 - Low,Laptop,17/02/2025 09:41,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,IASLTOFF00220
INC7369315,17/02/2025 09:04, DT || Trizmp-bu01 || powercycle request,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),EUS_TR_00269,0,17/02/2025 08:57,,4 - Low,Server,18/02/2025 00:14,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Email,,Error Message,TRIZMP-AP12
INC7369313,17/02/2025 08:53,IN:PAK:PH: SAP - Password reset for SAP offsite user,10610 - Warwick - United Kingdom,SAP_SECURITY,1,17/02/2025 08:53,,4 - Low,Security PN1,25/02/2025 05:11,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Error Message,Security PH1
INC7369311,17/02/2025 08:44,IN:RS:PH:AD-Password reset for Burcu Comen,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SERVICEDESK_INDIA,0,17/02/2025 08:44,,4 - Low,Active Directory,17/02/2025 09:11,Resolved - Permanent Fix,,,,Closed,,FALSE,PHINfo,,Access/Lockout,DLCQX08Y2
INC7369250,17/02/2025 08:32,IN:HMV: PH: MS Excel Issue,10304 - Iasi - Romania,EUS_RO_10304,1,17/02/2025 08:32,,4 - Low,Laptop,17/02/2025 09:43,Resolved - Permanent Fix,,,,Closed,,FALSE,Web Request,,Error Message,IASLTOFF0207
INC7369249,17/02/2025 08:31,IN : AK : PH - PC: PC is not connected to local printer network. Please assist in set up. ,00274 - Gillingham - United Kingdom,EUS_GB_00274,1,17/02/2025 08:31,,4 - Low,Laptop,18/02/2025 09:57,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Error Message,GILLTOFF00063
INC7369242,17/02/2025 08:17,"IN : ND : PH : AD - Account Phinia Roger, Dominique AD Locked, Please unlock this account urgently",00202 - Blois - France,SERVICEDESK_INDIA,0,17/02/2025 08:17,,4 - Low,Active Directory,17/02/2025 08:51,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Access/Lockout,DL1FB8ZW2
INC7369241,17/02/2025 08:12,IN:RS:PH:AD-Account Locked,00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,17/02/2025 08:12,,4 - Low,Active Directory,17/02/2025 09:06,Resolved - Permanent Fix,,,,Closed,,FALSE,Web Request,,Access/Lockout,GILLTOFF00238
INC7369177,17/02/2025 07:59,Bitlocker disabled,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),EUS_TR_00269,1,17/02/2025 07:59,,4 - Low,BitLocker Hard Disk Encryption,18/02/2025 00:14,Resolved - Permanent Fix,,,Awaiting Resolver Response,Autoclosed,,FALSE,Web Request,,Encrypting/Decrypting Issues,DLJG1N0F3
INC7369157,17/02/2025 07:48,IN: VB: PH: Plastic SCM - Issue in connecting with Plastic SCM application.,00202 - Blois - France,APP_ENG_SW_FULL,2,17/02/2025 07:48,,4 - Low,Other application,18/02/2025 03:52,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Functionality Error,Plastic SCM
INC7369149,17/02/2025 07:43,IN: VB: PH: Profile update - Profile deactivated.,00202 - Blois - France,SERVICEDESK_INDIA,0,17/02/2025 07:43,,4 - Low,Active Directory,18/02/2025 04:14,Advice Given,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Access/Lockout,02DEL11003-A
INC7369122,17/02/2025 07:24,IN:RS:PH:SAP-e-ledger problem - need to delete ASKB's records,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SAP_FI/CO,1,17/02/2025 07:24,,4 - Low,Finance & Controlling PN1,20/02/2025 07:16,Advice Given,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Error Message,Finance & Controlling PN1
INC7369093,17/02/2025 07:05,IN:BS:PH- CARS - CARS login,10304 - Iasi - Romania,SERVICEDESK_INDIA,0,17/02/2025 07:05,,4 - Low,Microsoft Windows,17/02/2025 07:24,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Coaching,IASLTOFF00168
INC7369081,17/02/2025 06:59,IN:PAK:PH: AD - Active Directory Password Reset - Successful,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SERVICEDESK_INDIA,0,17/02/2025 06:59,,4 - Low,Active Directory,17/02/2025 08:35,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Access/Lockout,Active Directory
INC7369075,17/02/2025 06:49,IN : AK : PH- Laptop : Laptop Camera Intermittent,00274 - Gillingham - United Kingdom,EUS_GB_00274,1,17/02/2025 06:49,,4 - Low,Laptop,28/02/2025 06:19,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Error Message,GILLTOFF0038
INC7369054,17/02/2025 06:16,IN:HMV: PH: IASLTOFF00162 - Forced restart without confirmation,10304 - Iasi - Romania,SERVICEDESK_INDIA,0,17/02/2025 06:16,,4 - Low,Laptop,17/02/2025 07:18,Resolved - Permanent Fix,,,,Closed,,FALSE,PHINfo,,Coaching,DUP-IASLTOFF00162
INC7369053,17/02/2025 06:14,IN: VB: PH: Adobe reader - App is freezing ,10304 - Iasi - Romania,SERVICEDESK_INDIA,0,17/02/2025 06:14,,4 - Low,Laptop,17/02/2025 07:20,Resolved - Permanent Fix,,,,Closed,,FALSE,PHINfo,,Coaching,DUP-IASLTOFF00162
INC7369025,17/02/2025 06:05,IN : ND : PH : Onsite - Shared Drive access issue,10304 - Iasi - Romania,EUS_RO_10304,1,17/02/2025 06:05,,4 - Low,Laptop,17/02/2025 08:05,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,IASLTOFF00103
INC7369011,17/02/2025 06:01,Bitlocker disabled,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),EUS_TR_00269,1,17/02/2025 06:01,,4 - Low,BitLocker Hard Disk Encryption,17/02/2025 07:37,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Encrypting/Decrypting Issues,DL9KYCHZ2
INC7369008,17/02/2025 05:55,IN:RS:PH:AD-Account Locked,00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,17/02/2025 05:55,,4 - Low,Active Directory,17/02/2025 06:47,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Access/Lockout,GILLTOFF00238
INC7368996,17/02/2025 05:53,202-FR-SWA062-L2-F02.delphidrive.com This Device is down,00202 - Blois - France,NETWORK_LAN_LEVEL2,0,17/02/2025 05:51,,4 - Low,Switch,17/02/2025 07:42,Health Check,,,,Autoclosed,,FALSE,Event,,Functionality Error,202-FR-SWA062-L2-F02
INC7368928,17/02/2025 05:02,IN: NSH: PH: Active Directory Password Reset,00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,17/02/2025 05:02,,4 - Low,Active Directory,17/02/2025 05:43,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Access/Lockout,Active Directory
INC7368879,17/02/2025 04:34,IN:RS:PH:AD-Password reset not working,00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,17/02/2025 04:34,,4 - Low,Active Directory,17/02/2025 05:15,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,PHINfo,,Access/Lockout,GILLTOFF00045
INC7368834,17/02/2025 03:59,IN: VB: PH: Cars - User delphi password is expired sandra.richard@delphi.com,00202 - Blois - France,Security_UAA,1,17/02/2025 03:59,,4 - Low,Cars Trintech,18/02/2025 10:48,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Functionality Error,BLSLTOFF0494
INC7368818,17/02/2025 03:52,IN: VB: PH: Active Directory -  Password Reset.,00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,17/02/2025 03:52,,4 - Low,Active Directory,17/02/2025 04:17,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Access/Lockout,Active Directory
INC7368810,17/02/2025 03:44,IN : ND : PH : AD - Password Reset,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SERVICEDESK_INDIA,0,17/02/2025 03:44,,4 - Low,Active Directory,17/02/2025 05:46,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Access/Lockout,DL-0019B90F0C33
INC7368783,17/02/2025 03:32,IN: NSH: PH: Share Drive - MES Share Drive Access Issue after laptop change.,10304 - Iasi - Romania,Security_UAA,1,17/02/2025 03:32,,4 - Low,Drive Mapping,17/02/2025 07:30,Resolved - Permanent Fix,,,Waiting For Customer Response,Closed,,FALSE,Web Request,,Functionality Error,IASLTOFF00188
INC7368756,17/02/2025 03:24,"IN:BS:PH- Outlook - Problème de connexion à Outlook, le soucis doit provenir de l'adresse mail qui est Borgwarner",00202 - Blois - France,EUS_FR_00202,1,17/02/2025 03:24,,4 - Low,Microsoft Outlook,28/02/2025 02:28,Resolved - Permanent Fix,,,Awaiting Resolver Response,Autoclosed,,FALSE,Web Request,,Functionality Error,BLSLTOFF0171
INC7368735,17/02/2025 03:18,SAP PN1 - Issue with Stock Transfer,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),EDI_Support (internal),1,17/02/2025 03:18,,4 - Low,Electronic Data Interchange,17/02/2025 04:09,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Error Message,SAP ERP PN1
INC7368723,17/02/2025 03:22,IN : JM : PH - AD account locked - successful.,00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,17/02/2025 03:11,,4 - Low,Active Directory,17/02/2025 03:23,Resolved - Permanent Fix,,,,Closed,,FALSE,Phone,,Access/Lockout,DLCH6SNN2
INC7368687,17/02/2025 02:55,IN : JM : PH - SAP - no SAP update.,10682 - Krakow - Poland,EUS_PL_10682,1,17/02/2025 02:55,,4 - Low,Security PN1,18/03/2025 08:56,Resolved - Permanent Fix,,,Attempting to reach End User,Autoclosed,,FALSE,Web Request,,Error Message,Security PN1
INC7368674,17/02/2025 02:48,IN : RR : PH : AD - Password Reset,00202 - Blois - France,SERVICEDESK_INDIA,0,17/02/2025 02:48,,4 - Low,Active Directory,17/02/2025 03:14,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Access/Lockout,Active Directory
INC7368651,17/02/2025 02:35,Creation of New Payment Terms in PH1 system.,10682 - Krakow - Poland,SAP_PH1_FI/CO,0,17/02/2025 02:32,,4 - Low,Finance & Controlling PH1,03/03/2025 10:02,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Shoulder Tap,,Error Message,Finance & Controlling PH1
INC7368607,17/02/2025 01:57,IN: NSH: PH: No access CARS - Delphi account password update for madalina.andreea.negoita@delphi.com,10304 - Iasi - Romania,Security_UAA,1,17/02/2025 01:57,,4 - Low,Active Directory,18/02/2025 00:34,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Access/Lockout,Active Directory
INC7368472,17/02/2025 00:51,"IN:VGM:PH: O365-->Unable to work , Microsoft License canceled",00268 - Izmir - Turkey / ESBAS 3 (PT Phase 2),SERVICEDESK_INDIA,0,17/02/2025 00:51,,4 - Low,Service Now,17/02/2025 01:42,Resolved - Permanent Fix,,,,Closed,,FALSE,Web Request,,Service Catalog,IZMLTOFF00091
INC7368155,16/02/2025 21:13,"DT Media rotation for Week Ending 21-02-2025 - Device: ROIAS-AP04 IASI, Romania GSL 10304",10304 - Iasi - Romania,EUS_RO_10304,0,16/02/2025 21:11,,4 - Low,Server,17/02/2025 03:42,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Email,,Tape Swap,ROIAS-AP04
INC7368011,16/02/2025 18:15,OTC_JOBS Job SD_ZSDRQCR21_5452_DELCO TR91 delayed,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SAP_BATCHJOBS,0,16/02/2025 18:15,,4 - Low,Sales & Distribution PN1,17/02/2025 00:34,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Error Message,SAP
INC7368009,16/02/2025 18:15,OTC_JOBS Job SD_ZSDRQCR21_5452_DELCO TR91 delayed,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SAP_BATCHJOBS,0,16/02/2025 18:15,,4 - Low,Sales & Distribution PN1,17/02/2025 00:39,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Error Message,SAP
INC7367216,15/02/2025 18:15,OTC_JOBS Job SD_ZSDRQCR21_5452_DELCO TR91 delayed,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SAP_BATCHJOBS,0,15/02/2025 18:15,,4 - Low,Sales & Distribution PN1,17/02/2025 00:32,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Error Message,SAP
INC7367214,15/02/2025 18:15,OTC_JOBS Job SD_ZSDRQCR21_5452_DELCO TR91 delayed,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SAP_BATCHJOBS,0,15/02/2025 18:15,,4 - Low,Sales & Distribution PN1,17/02/2025 00:36,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Error Message,SAP
INC7366693,15/02/2025 06:42,IN:HMV: PH: McAfee - Getting Virus Alerts on PC,00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,15/02/2025 06:42,,4 - Low,Other,15/02/2025 07:22,Advice Given,,,,Autoclosed,,FALSE,Web Request,,Referral,DL1RLMHM2
INC7366488,14/02/2025 18:20,OTC_JOBS Job SD_ZSDRQCR21_5452_DELCO TR91 delayed,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SAP_BATCHJOBS,0,14/02/2025 18:20,,4 - Low,Sales & Distribution PN1,17/02/2025 00:28,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Error Message,SAP
INC7366486,14/02/2025 18:20,OTC_JOBS Job SD_ZSDRQCR21_5452_DELCO TR91 delayed,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SAP_BATCHJOBS,0,14/02/2025 18:20,,4 - Low,Sales & Distribution PN1,17/02/2025 00:29,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Error Message,SAP
INC7366172,14/02/2025 11:36,"IN: RK: PH: SAP PH1:  EDI - SEEBURGER - FORD ASN issue mapping issue with ""supplier code"" in 711 segment",10610 - Warwick - United Kingdom,EDI_SEEBURGER_Customer,1,14/02/2025 11:36,,4 - Low,EDI Customer Support,21/02/2025 08:08,Resolved - Permanent Fix,,,Attempting to reach End User,Closed,,FALSE,Web Request,,Error Message,EDI SeeBurger
INC7365920,14/02/2025 08:39,IN:HMV: PH: Active Directory -  Password Reset,00202 - Blois - France,SERVICEDESK_INDIA,0,14/02/2025 08:39,,4 - Low,Active Directory,14/02/2025 09:00,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Access/Lockout,Active Directory
INC7365912,14/02/2025 08:30,IN:PAK:PH: Web EDI - The supplier ZHONGJING GROUP CO. LTD   cannot see user's requirements,10304 - Iasi - Romania,SAP_PURCHASE_TO_PAY,2,14/02/2025 08:30,,4 - Low,Material Management PN1,26/02/2025 04:53,Resolved - Permanent Fix,,,Waiting For Customer Response,Closed,,FALSE,Web Request,,Error Message,Material Management PN1
INC7365842,14/02/2025 07:40,IN:PAK:PH: AD - Active Directory Password Reset - Pending,00202 - Blois - France,EUS_FR_00202,1,14/02/2025 07:40,,4 - Low,Active Directory,17/02/2025 07:30,Client Resolved,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Access/Lockout,Active Directory
INC7365813,14/02/2025 07:04,IN:HMV: PH: Infineo - Access needed for Inside,00274 - Gillingham - United Kingdom,EUS_GB_00274,1,14/02/2025 07:04,,4 - Low,Laptop,20/02/2025 03:52,Resolved - Permanent Fix,,,Waiting For Customer Response,Closed,,FALSE,PHINfo,,Error Message,GILLTOFF00025
INC7365761,14/02/2025 05:46,IN:HMV: PH: SAP PH1 - EDI SEEBURGER - DAF DESADV mapping update,10610 - Warwick - United Kingdom,EDI_SEEBURGER_Customer,1,14/02/2025 05:46,,4 - Low,EDI Customer Support,17/02/2025 11:55,Resolved - Permanent Fix,,,,Closed,,FALSE,Web Request,,Error Message,EDI SeeBurger
INC7365717,14/02/2025 05:14,IN : AK : PH - Github software: User cant install the Github software (version 3.2.0) for CCT test even with the admin rights,00274 - Gillingham - United Kingdom,EUS_GB_00274,1,14/02/2025 05:14,,4 - Low,Laptop,17/02/2025 03:56,Resolved - Permanent Fix,,,Waiting For Customer Response,Closed,,FALSE,Web Request,,Error Message,GILDTOFF0029
INC7365705,14/02/2025 05:08,IN : ND : PH :Microsoft Outlook - Outlook archive,10304 - Iasi - Romania,EUS_RO_10304,3,14/02/2025 05:08,,4 - Low,Microsoft Outlook,20/02/2025 03:40,Workaround Provided – Confirmed,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Functionality Error,DL97GMJR2
INC7365704,14/02/2025 05:07,IN:RS:PH:Blue Screen and low performance issues on my computer,00274 - Gillingham - United Kingdom,EUS_GB_00274,1,14/02/2025 05:07,,4 - Low,Laptop,18/02/2025 08:06,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Error Message,IZMLTOFF0013
INC7365618,14/02/2025 03:59,IN : AK : PH -AD : User contacted for account locked issue,00282 - Stonehouse - United Kingdom,SERVICEDESK_INDIA,0,14/02/2025 03:56,,4 - Low,Active Directory,14/02/2025 04:00,Resolved - Permanent Fix,,,,Closed,,FALSE,Phone,,Access/Lockout,Active Directory
INC7365601,14/02/2025 03:31,IN : ND : PH : OMS - OMS  not loading,10682 - Krakow - Poland,APP_TCS_MFG,1,14/02/2025 03:31,,4 - Low,OMS - OPT Manufacturing Systems,17/02/2025 09:32,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Functionality Error,Operations Management System
